382d671b ADRatio
2ba0e947 Characters/Zilean/Spells/TimeWarp
2e7593f9 Characters/Zilean/Spells/ZileanBasicAttack
ee17a891 Characters/Zilean/Spells/ZileanBasicAttack2
4b6794f9 Characters/Zilean/Spells/ZileanCritAttack
e4dccb61 Characters/Zilean/Spells/ZileanPAmmo
5df9cdd3 Characters/Zilean/Spells/ZileanPLevel
29013fed Characters/Zilean/Spells/ZileanPRecourseVFX
b4bc8f95 Characters/Zilean/Spells/ZileanPassiveChannel
22ebadf0 Characters/Zilean/Spells/ZileanQ
d9ec4602 Characters/Zilean/Spells/ZileanQAllyBomb
b7967999 Characters/Zilean/Spells/ZileanQAttachAudio
ca46a883 Characters/Zilean/Spells/ZileanQAttachMissile
0d0aaa1d Characters/Zilean/Spells/ZileanQAttachMissileMinion
d2e4d133 Characters/Zilean/Spells/ZileanQAttachMissileShort
d49084b4 Characters/Zilean/Spells/ZileanQAttachMissileTall
02e2bcea Characters/Zilean/Spells/ZileanQBuffer
62e373dc Characters/Zilean/Spells/ZileanQEnemyBomb
c08c6d0b Characters/Zilean/Spells/ZileanQGround
b720e1e7 Characters/Zilean/Spells/ZileanQLandingAudio
191c5b28 Characters/Zilean/Spells/ZileanQMissile
f03512f8 Characters/Zilean/Spells/ZileanQMissileImplementor
22d3a228 Characters/Zilean/Spells/ZileanQ_URF
8f2e36f0 Characters/Zilean/Spells/ZileanStunAnim
28ebb762 Characters/Zilean/Spells/ZileanW
838d661e Characters/Zilean/Spells/ZileanW_URF
aafbb1e0 Characters/Zoe
ce04b74e Characters/Zoe/Spells/ZoeAltRunManager
f36abf3b Characters/Zoe/Spells/ZoeBasicAttack
3a0abb2b Characters/Zoe/Spells/ZoeBasicAttack2
390ab998 Characters/Zoe/Spells/ZoeBasicAttack3
3f6aacf4 Characters/Zoe/Spells/ZoeBasicAttackPassive
6401aee2 Characters/Zoe/Spells/ZoeBasicAttackSpecial
41a63629 Characters/Zoe/Spells/ZoeBasicAttackSpecial1
3ea63170 Characters/Zoe/Spells/ZoeBasicAttackSpecial2
3fa63303 Characters/Zoe/Spells/ZoeBasicAttackSpecial3
44a63ae2 Characters/Zoe/Spells/ZoeBasicAttackSpecial4
4e743e73 Characters/Zoe/Spells/ZoeCritAttack
daa94539 Characters/Zoe/Spells/ZoeDummySpell
2ebbe462 Characters/Zoe/Spells/ZoeE
ff82215a Characters/Zoe/Spells/ZoeEDistanceSolver
a1da96b8 Characters/Zoe/Spells/ZoeEDistanceSolver2
a2da984b Characters/Zoe/Spells/ZoeEDistanceSolver3
a7daa02a Characters/Zoe/Spells/ZoeEDistanceSolver4
d6d469bd Characters/Zoe/Spells/ZoeEMis
bf622c1d Characters/Zoe/Spells/ZoeEMis2
e15425e1 Characters/Zoe/Spells/ZoeEMisAudio
95e83885 Characters/Zoe/Spells/ZoeESleepCountdownSlow
dbf1d6c1 Characters/Zoe/Spells/ZoeESleepStun
91c7ec00 Characters/Zoe/Spells/ZoeEb
afb8d2b6 Characters/Zoe/Spells/ZoeEb2
b0b8d449 Characters/Zoe/Spells/ZoeEb3
b1b8d5dc Characters/Zoe/Spells/ZoeEb4
b2b8d76f Characters/Zoe/Spells/ZoeEb5
92c7ed93 Characters/Zoe/Spells/ZoeEc
3de9bc0c Characters/Zoe/Spells/ZoeEv8
896de329 Characters/Zoe/Spells/ZoePYoYoAttack2
484e6fac Characters/Zoe/Spells/ZoePassive
f81af254 Characters/Zoe/Spells/ZoePassiveSheenBuff
d6161ed8 Characters/Zoe/Spells/ZoePassiveYoYoAttack
1abbc4e6 Characters/Zoe/Spells/ZoeQ
2ecb7618 Characters/Zoe/Spells/ZoeQInterstitial
d3b17189 Characters/Zoe/Spells/ZoeQMis2
91ff9d22 Characters/Zoe/Spells/ZoeQMis2SleepCombo
4dc5b1bb Characters/Zoe/Spells/ZoeQMis2Warning
f7367aab Characters/Zoe/Spells/ZoeQMis2Warning2
65aaa188 Characters/Zoe/Spells/ZoeQMis2WarningSleepCombo
99fc2362 Characters/Zoe/Spells/ZoeQMissile
94a2f9f4 Characters/Zoe/Spells/ZoeQRecast
19bbc353 Characters/Zoe/Spells/ZoeR
cb0843df Characters/Zoe/Spells/ZoeRVFXTrail
042532c2 Characters/Zoe/Spells/ZoeRv7Atk
1cbbc80c Characters/Zoe/Spells/ZoeW
d00c0b69 Characters/Zoe/Spells/ZoeWPassive
861197f7 Characters/Zoe/Spells/ZoeWPassiveMissile
66fdccbf Characters/Zoe/Spells/ZoeWPassiveMissileTwo
7ca7fb9d Characters/Zoe/Spells/ZoeWVisualMis4
b7550828 Characters/Zoe/Spells/ZoeWVisualMissile
e81777f0 Characters/Zoe/Spells/ZoeW_S5_SummonerSmiteDuel
d7d50ac3 Characters/Zoe/Spells/ZoeW_S5_SummonerSmitePlayerGanker
f6242d6c Characters/Zoe/Spells/ZoeW_SummonerBarrier
bc2a7038 Characters/Zoe/Spells/ZoeW_SummonerBoost
1d2e401c Characters/Zoe/Spells/ZoeW_SummonerDot
a8de0c81 Characters/Zoe/Spells/ZoeW_SummonerExhaust
17c8845d Characters/Zoe/Spells/ZoeW_SummonerFlash
73e6ade4 Characters/Zoe/Spells/ZoeW_SummonerHaste
4407ee97 Characters/Zoe/Spells/ZoeW_SummonerHeal
471b9e43 Characters/Zoe/Spells/ZoeW_SummonerSmite
e916a92a Characters/Zoe/Spells/ZoeW_SummonerTeleport
f1a7b626 Characters/Zyra
dd2f9615 Characters/Zyra/Spells/ZyraBasicAttack
58e95f65 Characters/Zyra/Spells/ZyraBasicAttack2
213f78e5 Characters/Zyra/Spells/ZyraCritAttack
24c32c30 Characters/Zyra/Spells/ZyraE
ebf4c89d Characters/Zyra/Spells/ZyraEHold
be792355 Characters/Zyra/Spells/ZyraEPlant
f9756fcd Characters/Zyra/Spells/ZyraEPlantAttack
b2df4e6d Characters/Zyra/Spells/ZyraEPlantAttack2
19c31adf Characters/Zyra/Spells/ZyraP
e4e98310 Characters/Zyra/Spells/ZyraPQueenOfThorns
f31480cd Characters/Zyra/Spells/ZyraPSeedMis
7982b8a3 Characters/Zyra/Spells/ZyraPassiveDeathManager
83d7208b Characters/Zyra/Spells/ZyraPassiveDeathReady
999e756a Characters/Zyra/Spells/ZyraPheromone
d0523688 Characters/Zyra/Spells/ZyraPlantEnrage
18c3194c Characters/Zyra/Spells/ZyraQ
51c7ced1 Characters/Zyra/Spells/ZyraQPlant
38b9262f Characters/Zyra/Spells/ZyraQPlantMissile
262eaaf1 Characters/Zyra/Spells/ZyraQPlantMissileOnSpawn
1bc31e05 Characters/Zyra/Spells/ZyraR
d725288a Characters/Zyra/Spells/ZyraRKnockUp
1d66dca6 Characters/Zyra/Spells/ZyraRSplash
5dd43b13 Characters/Zyra/Spells/ZyraSeedTrapVision
16c31626 Characters/Zyra/Spells/ZyraW
ff0bfa9a Characters/Zyra/Spells/ZyraWSeedMis
4508cb51 Charmed
999c92e7 CheatPage
4577ec44 CheatSet
039b5ebc CircleMovement
48246d53 Classic
d1a3dbc8 ClearUndoHistory
f028019b Clickable
46019bf0 CloseOnEndGameAfterDelay
125f7f6e ColorblindPalette
7cc20e55 CompanionData
b652eeca CompletionBonus
d212fabe Condition
80e0d0b7 Conditions
86f27c07 ConeDamage
80e24428 ConsumeOnAcquire
4e3683bf Consumed
a2c49ab2 ContextualConditionCharacter
22d0ac10 ContextualRule
fc27a63e ContextualSituation
85d8a7e8 Cooldown
82209054 CooldownMaxLevel
beb41f04 CooldownMin
074cc3cc CooldownResetValue
754e7f95 CooldownSeconds
b3e7c1fb CooldownSpellQueueing
9ecac3a1 CooldownTime
bc7fb120 Countdown
9be8fd38 CritDamage
34c4353e CritMultiplier
3ff62242 CritPerLevel
2226ab34 CriticalAttack
713f6850 CrystalScar
0b2de797 CursorData
a3fa11d8 CursorScaling
796fb247 CustomExclusions
6d8d5bf1 CustomInclusions
bb429484 CustomSequences
fb910cc2 CustomTable
bd32d02a CustomTargeterDefinitions
cc60e6a2 CycleBasedScaleAddition
e70c8908 CycleTime
59e94c40 Damage
d8f53a85 DamageBase
19ca4a22 DamageIncMax
23b6d228 DamageIncMin
5fb9bd8e DamageMax
71cd619c DamageMin
4d3274b7 DamageMultiplier
c4e733f5 DamagePenalty
ae5fa9b7 DamagePerLevel
994018d1 DamagePercent
d17c71e5 DamageProperties
b68798a6 DamageRadius
ba76a9bd DamageReflection
cd3905c8 DamageSourceSettings
397db5c1 DamageTagDefinition
871c0429 DamageTags
f6f283a3 DamageTakenPie
ec41779d DamageUnitCheat
565732f1 Darkstar
bd28bd4d Death
93f230bf DeathEventType
1307c9ed DeathTimes
5864ed98 Debug
14416b1f DecayRate
933b5bde Default
4ac45539 DefaultPalette
0648f467 DelayBeforeBurst
18330965 DelayCastOffsetPercent
3a4c4690 DelayTotalTimePercent
9a032455 Dest
c45b6745 Destroy
066b4e65 DestroyOnHit
4ebb0d28 DetachedAnimationParticlesUseOwnerVisibility
514a365c DirectedTrackingElement
cded8c63 Disable
498f96ad DisableAutoSNR
a4aefed3 DisableDDR
92daa0f7 DisableRenderUIChatOSX
6347bcb8 DisableRenderUIChatWindows
656167df DisableSpellLevelMinimumProtections
ea747a03 DisarmDuration
54819796 Disarmed
4fd51a36 DisplayName
99ab9d4e DisplayVisionScoreOnScoreboard
50e0bb84 DistanceToTower
232c53d0 Dodge
9b4ed6e7 DodgePerLevel
9c27db83 DontRefCountTargetableAndInvulnerable
6d5b6aa4 DoomBotsTeemo
d3689f20 Dot
78455c80 DotDuration
f3cd2188 DotNoCombine
da701865 DotSlow
f810361e Dragon
15f0791a DragonAir
548da40a DragonEarth
bc0a85e2 DragonFire
a0f67682 DragonFury
7e6172e9 DragonWater
45035bf1 DurationOfEffect
afc47051 EDamage
6e6e8d54 Effect
c13d6d31 EffectAmounts
91879aca EffectRadius
66244ec3 EmblemData
6fb394db EnableCustomPlayerScoreColoring
53d2d00b EndTime
69ea6dab Enemy
15505df2 EnemyMagicalDamage
7158618f EnemyMagicalDamageCritical
918929db EnemyPhysicalDamage
cf8231fa EnemyPhysicalDamageCritical
9cd9c316 EnemyTrueDamage
6f720713 EnemyTrueDamageCritical
29cc5095 Energy
a64d5210 EngineFeatureToggles
5ee3c453 Epicness
c1f3e2a0 EvolutionDescription
92f1f329 Experience
93f5c410 ExperienceCurveData
f0cf99ef ExperienceModData
8a2276fb ExtraResist
4e7a0a52 FOWCastRayAccurate
b9cec909 FeatherDamage
6419f82d FirstAcquisitionRange
e1bc2b5b FirstBlood
12771576 FirstMove2D
ddf13ae6 FixedLoadScreenPosition
06302899 FixedSpeedMovement
f7318865 FixedTimeMovement
9c677a2c Flags
73406a1c FlatHeal
2250ecf0 FlatHealAmount
9f83f2ff FlatHealThreshold
9fdc5a73 FlatMPPoolMod
d5f6c8c8 FlatMPRegenMod
ceb959ce FlatResistMaximum
3c58a6c9 FlatResists
da5d575f Fleeing
4428d332 ForbiddenWordList
3458f92b FormatString
ff72f56a FramesPerSecond
9ed64249 Function
ed7c7d0c FunctionDefinition
ddeddc60 GameMode
0c07acc5 GameModeConstants
5d2489ca GameModeDescription
0bf2ebe3 GameModeName
757179c8 GameModeX
bcd573f7 GameplayConfig
b414c51a GameplayFeatureToggles
0f7352bb GlobalProperties
0be608fc GlobalResourceResolver
ec66d793 Gold
96ccf33d GravityHeightSolver
9e4fbdcb GridCheckFirstCell
603aea02 HA
0fd6a4da HPPerLevel
643cb399 HPPerTick
8ddf0da4 HPRatio
cc3ef161 HPRegenPerLevel
e4a9de8e HasBuffData
34f98570 Haste
3a69585b Heal
bee6054f HealAmount
3a7700e7 HealAmountMax
fae47326 HealBase
a1fd83df HealDuration
48fea373 HealMax
83dbe64e HealRatio
91c8b0bd Healing
6b98ed8f Health
3d7fc142 HealthBonus
a659231a HealthCutOff
04f06742 HealthHealPercent
71515e3c HealthPerLevel
7fd0bc64 HealthPercent
eaf4fe8a HealthRatio
6f7c45e4 HealthRegen
a4c85ab7 HealthThresholdEnd
3c3f3f32 HealthThresholdStart
6cb549bd HeightSolver
5d296566 HitsRequired
d8306027 HoldSpeedDuration
e64015f0 Icon
50ce2e41 IconSize
e6cff2a0 IdleIn
1e71b297 Impact
7242d99b IncBotCheat
090aa9ab Index
bb895685 IndividualItemVisibility
1e76b496 InitialCooldown
69a14e52 InitialDamage
14ba2698 InitialTimer
228ee863 InputParameters
c585b541 InterruptibleDamage
50c33eec InterruptibleDisable
36a37f21 InterruptibleImmobilize
c68db52e InventoryIcon
4ff2eb71 InventoryIconToOverlay
3311b0c6 InvulnColorblindPalette
8ce9ceb1 InvulnDefaultPalette
72e2ca22 Invulnerable
2a5f41c5 IsDeathRecapSource
6a3e8175 IsDisabled
dc02fdae IsItemToggled
244c26e6 ItemData
e535c1de ItemDataBuild
851af275 ItemDataClient
f4613a84 ItemDataModifiable
3b2ddd39 ItemGroup
13bddc7b ItemID
7db9ab0b ItemModifier
da8d10dd ItemUlowMod
2103d934 ItemVOGroup
9d24457e Items/1001
a2244d5d Items/1004
a1244bca Items/1005
a0244a37 Items/1006
9f2448a4 Items/1007
9922009b Items/1011
9021f270 Items/1018
102977b5 Items/1026
0f297622 Items/1027
12297adb Items/1028
11297948 Items/1029
25275a2d Items/1031
23275707 Items/1033
1e274f28 Items/1036
1f2750bb Items/1037
1c274c02 Items/1038
1d274d95 Items/1039
962ec7d5 Items/1040
952ec642 Items/1041
942ec4af Items/1042
932ec31c Items/1043
112bb7df Items/1051
122bb972 Items/1052
132bbb05 Items/1053
0c2bb000 Items/1054
0d2bb193 Items/1055
0e2bb326 Items/1056
0f2bb4b9 Items/1057
182bc2e4 Items/1058
192bc477 Items/1059
a4335b0d Items/1062
a333597a Items/1063
9d335008 Items/1065
a03354c1 Items/1066
9f33532e Items/1067
9c310fde Items/1070
8e10a629 Items/1080
8c10a303 Items/1082
8b10a170 Items/1083
41211270 Items/1300
42211403 Items/1301
43211596 Items/1302
44211729 Items/1303
452118bc Items/1304
46211a4f Items/1305
47211be2 Items/1306
48211d75 Items/1307
49211f08 Items/1308
4a21209b Items/1309
47235a79 Items/1310
462358e6 Items/1311
45235753 Items/1312
442355c0 Items/1313
4b2360c5 Items/1314
4a235f32 Items/1315
49235d9f Items/1316
48235c0c Items/1317
4f236711 Items/1318
4e23657e Items/1319
cd266c02 Items/1320
ce266d95 Items/1321
cb2668dc Items/1322
cc266a6f Items/1323
c92665b6 Items/1324
ca266749 Items/1325
c7266290 Items/1326
c8266423 Items/1327
d526789a Items/1328
d6267a2d Items/1329
d328b40b Items/1330
d228b278 Items/1331
d528b731 Items/1332
d428b59e Items/1333
d728ba57 Items/1334
d96fc71d Items/1400
d86fc58a Items/1401
d76fc3f7 Items/1402
d56fc0d1 Items/1404
d46fbf3e Items/1405
d36fbdab Items/1406
d16fba85 Items/1408
d06fb8f2 Items/1409
d36d7f14 Items/1410
d56d823a Items/1412
d66d83cd Items/1413
cf6d78c8 Items/1414
d16d7bee Items/1416
d26d7d81 Items/1417
cb6d727c Items/1418
cc6d740f Items/1419
5ad860f2 Items/1500
5bd86285 Items/1501
58d85dcc Items/1502
59d85f5f Items/1503
56d85aa6 Items/1504
57d85c39 Items/1505
54d85780 Items/1506
55d85913 Items/1507
62d86d8a Items/1508
63d86f1d Items/1509
e0db727b Items/1510
dfdb70e8 Items/1511
e2db75a1 Items/1512
e3db7734 Items/1515
b22b6855 Items/2001
b02b652f Items/2003
ad2b6076 Items/2004
ae2b6209 Items/2005
ac2b5ee3 Items/2007
b92b735a Items/2008
ba2b74ed Items/2009
b72daecb Items/2010
b62dad38 Items/2011
b92db1f1 Items/2012
b82db05e Items/2013
ba2db384 Items/2015
2a2853a6 Items/2031
29285213 Items/2032
28285080 Items/2033
2c2856cc Items/2037
332861d1 Items/2038
3228603e Items/2039
29351e06 Items/2040
2a351f99 Items/2041
27351ae0 Items/2042
28351c73 Items/2043
2d352452 Items/2044
2e3525e5 Items/2045
2b35212c Items/2046
2c3522bf Items/2047
31352a9e Items/2048
32352c31 Items/2049
2f37660f Items/2050
2e37647c Items/2051
31376935 Items/2052
303767a2 Items/2053
2b375fc3 Items/2054
2a375e30 Items/2055
2d3762e9 Items/2056
2c376156 Items/2057
373772a7 Items/2058
36377114 Items/2059
bd2ff6d4 Items/2060
be2ff867 Items/2061
bf2ff9fa Items/2062
ba2ff21b Items/2065
18c4e74f Items/2137
1dc4ef2e Items/2138
1ec4f0c1 Items/2139
97b8e349 Items/2140
d0a5e544 Items/2301
d3a5e9fd Items/2302
d2a5e86a Items/2303
c4a393c9 Items/2319
74dfe523 Items/2403
82e239c4 Items/2419
09dabf84 Items/2420
0adac117 Items/2421
0bdac2aa Items/2422
0cdac43d Items/2423
05dab938 Items/2424
c380a3c0 Items/3001
c580a6e6 Items/3003
c880ab9f Items/3004
c780aa0c Items/3005
ca80aec5 Items/3006
c980ad32 Items/3007
cc80b1eb Items/3008
cb80b058 Items/3009
de7e8faa Items/3010
d87c47a1 Items/3020
d67c447b Items/3022
d57c42e8 Items/3023
dc7c4ded Items/3024
db7c4c5a Items/3025
da7c4ac7 Items/3026
d97c4934 Items/3027
d07c3b09 Items/3028
cf7c3976 Items/3029
52793618 Items/3030
537937ab Items/3031
55793ad1 Items/3033
56793c64 Items/3034
57793df7 Items/3035
58793f8a Items/3036
4b792b13 Items/3039
5c8a8ef7 Items/3040
5b8a8d64 Items/3041
5e8a921d Items/3042
5d8a908a Items/3043
588a88ab Items/3044
5a8a8bd1 Items/3046
598a8a3e Items/3047
548a825f Items/3048
568846ee Items/3050
548843c8 Items/3052
5588455b Items/3053
58884a14 Items/3056
59884ba7 Items/3057
5085fee5 Items/3060
4b85f706 Items/3065
4985f3e0 Items/3067
58860b7d Items/3068
578609ea Items/3069
4a83b6dc Items/3070
4b83b86f Items/3071
4c83ba02 Items/3072
4d83bb95 Items/3073
4683b090 Items/3074
4783b223 Items/3075
4883b3b6 Items/3076
4983b549 Items/3077
5283c374 Items/3078
d46d36cb Items/3080
d66d39f1 Items/3082
d56d385e Items/3083
d86d3d17 Items/3084
d76d3b84 Items/3085
da6d403d Items/3086
d96d3eaa Items/3087
cb6d28a0 Items/3089
ce6aeec2 Items/3090
cf6af055 Items/3091
cc6aeb9c Items/3092
cd6aed2f Items/3093
ca6ae876 Items/3094
cb6aea09 Items/3095
c86ae550 Items/3096
c96ae6e3 Items/3097
d66afb5a Items/3098
d76afced Items/3099
65e97188 Items/3100
66e9731b Items/3101
67e974ae Items/3102
69e977d4 Items/3104
6ae97967 Items/3105
6be97afa Items/3106
6ce97c8d Items/3107
5de964f0 Items/3108
5ee96683 Items/3109
6bebb991 Items/3110
6aebb7fe Items/3111
69ebb66b Items/3112
68ebb4d8 Items/3113
6febbfdd Items/3114
6eebbe4a Items/3115
6debbcb7 Items/3116
6cebbb24 Items/3117
63ebacf9 Items/3118
efeec7f4 Items/3122
f0eec987 Items/3123
edeec4ce Items/3124
ebeec1a8 Items/3126
e9eebe82 Items/3128
d6f0df30 Items/3131
d9f0e3e9 Items/3132
d8f0e256 Items/3133
dbf0e70f Items/3134
daf0e57c Items/3135
ddf0ea35 Items/3136
dcf0e8a2 Items/3137
dff0ed5b Items/3138
def0ebc8 Items/3139
ddf328cc Items/3140
def32a5f Items/3141
dff32bf2 Items/3142
e0f32d85 Items/3143
d9f32280 Items/3144
daf32413 Items/3145
dbf325a6 Items/3146
dcf32739 Items/3147
e5f33564 Items/3148
e6f336f7 Items/3149
62f638c2 Items/3151
61f6372f Items/3152
60f6359c Items/3153
5ff63409 Items/3154
5ef63276 Items/3155
5df630e3 Items/3156
5cf62f50 Items/3157
6bf646ed Items/3158
6af6455a Items/3159
69f8825e Items/3160
6af883f1 Items/3161
67f87f38 Items/3162
68f880cb Items/3163
6ef88a3d Items/3165
6bf88584 Items/3166
6cf88717 Items/3167
61f875c6 Items/3168
62f87759 Items/3169
6ffaca67 Items/3170
6efac8d4 Items/3171
71facd8d Items/3172
70facbfa Items/3173
6bfac41b Items/3174
6afac288 Items/3175
6dfac741 Items/3176
67fabdcf Items/3178
55d5d0a0 Items/3180
56d5d233 Items/3181
58d5d559 Items/3183
59d5d6ec Items/3184
5ad5d87f Items/3185
5bd5da12 Items/3186
5cd5dba5 Items/3187
5dd5dd38 Items/3188
5bd818a9 Items/3190
5ad81716 Items/3191
58d813f0 Items/3193
5fd81ef5 Items/3194
5dd81bcf Items/3196
5cd81a3c Items/3197
63d82541 Items/3198
229d8b69 Items/3200
269d91b5 Items/3204
259d9022 Items/3205
249d8e8f Items/3206
239d8cfc Items/3207
2a9d9801 Items/3208
299d966e Items/3209
1c9b4360 Items/3210
1d9b44f3 Items/3211
b0a2e821 Items/3222
289fd372 Items/3230
299fd505 Items/3231
baa7750d Items/3240
b9a7737a Items/3241
b8a771e7 Items/3242
b7a77054 Items/3243
b6a76ec1 Items/3244
b6a5302a Items/3252
35b1310a Items/3285
34b12f77 Items/3286
2caee448 Items/3290
44180d11 Items/3301
41180858 Items/3302
421809eb Items/3303
471811ca Items/3304
4818135d Items/3305
45180ea4 Items/3306
46181037 Items/3307
3b17fee6 Items/3308
3c180079 Items/3309
c91b1d07 Items/3310
c81b1b74 Items/3311
cb1b202d Items/3312
cb0e543a Items/3340
cc0e55cd Items/3341
c90e5114 Items/3342
c80e4f81 Items/3345
c30e47a2 Items/3348
31113363 Items/3350
301131d0 Items/3351
33113689 Items/3352
c009c5bb Items/3361
c109c74e Items/3362
c209c8e1 Items/3363
c309ca74 Items/3364
c40c0a9e Items/3371
c30c090b Items/3372
c20c0778 Items/3373
c90c127d Items/3374
c80c10ea Items/3375
c70c0f57 Items/3376
c60c0dc4 Items/3377
bd0bff99 Items/3378
bc0bfe06 Items/3379
33046a96 Items/3380
31046770 Items/3382
32046903 Items/3383
370470e2 Items/3384
38047275 Items/3385
35046dbc Items/3386
36046f4f Items/3387
3b04772e Items/3388
3c0478c1 Items/3389
3906b29f Items/3390
ffcc255f Items/3400
fecc23cc Items/3401
facc1d80 Items/3405
fdcc2239 Items/3406
fccc20a6 Items/3407
07cc31f7 Items/3408
06cc3064 Items/3409
f9c9dd56 Items/3410
fac9dee9 Items/3411
f7c9da30 Items/3412
f8c9dbc3 Items/3413
fdc9e3a2 Items/3414
fec9e535 Items/3415
fbc9e07c Items/3416
fcc9e20f Items/3417
01c9e9ee Items/3418
02c9eb81 Items/3419
13c7c7ad Items/3420
12c7c61a Items/3421
11c7c487 Items/3422
81c02612 Items/3450
82c027a5 Items/3451
7fc022ec Items/3452
80c0247f Items/3453
7dc01fc6 Items/3454
7ec02159 Items/3455
7bbdde09 Items/3460
7abddc76 Items/3461
79bddae3 Items/3462
9d34eb48 Items/3504
9934e4fc Items/3508
a5373677 Items/3512
a43734e4 Items/3513
a3373351 Items/3514
0d3a18c6 Items/3520
1e4b7caa Items/3599
5e38bd55 Items/3600
613d3f3c Items/3629
643b055e Items/3630
653b06f1 Items/3631
633b03cb Items/3633
683b0baa Items/3634
693b0d3d Items/3635
663b0884 Items/3636
673b0a17 Items/3637
662e3c91 Items/3640
652e3afe Items/3641
642e396b Items/3642
632e37d8 Items/3643
692e414a Items/3645
672e3e24 Items/3647
5e2e2ff9 Items/3648
5d2e2e66 Items/3649
ed314fad Items/3671
ea314af4 Items/3672
eb314c87 Items/3673
e9314961 Items/3675
ee24854d Items/3680
ed2483ba Items/3681
ec248227 Items/3682
eb248094 Items/3683
e8223d44 Items/3690
e9223ed7 Items/3691
ea22406a Items/3692
eb2241fd Items/3693
e42236f8 Items/3694
e522388b Items/3695
78638218 Items/3706
796383ab Items/3707
76637ef2 Items/3708
77638085 Items/3709
e3666920 Items/3711
e6666dd9 Items/3712
e5666c46 Items/3713
e86670ff Items/3714
e7666f6c Items/3715
ea667425 Items/3716
e9667292 Items/3717
eb6675b8 Items/3719
725efb78 Items/3720
735efd0b Items/3721
755f0031 Items/3723
765f01c4 Items/3724
775f0357 Items/3725
746e0928 Items/3742
7a6e129a Items/3744
6e6dffb6 Items/3748
7b7052c4 Items/3751
ed9aef3b Items/3800
ec9aeda8 Items/3801
ef9af261 Items/3802
6597da8c Items/3812
6697dc1f Items/3813
6397d766 Items/3814
6ec65623 Items/3901
6fc657b6 Items/3902
70c65949 Items/3903
72c65c6f Items/3905
74c65f95 Items/3907
75c89fbf Items/3916
7fcd2cab Items/3930
7ecd2b18 Items/3931
81cd2fd1 Items/3932
80cd2e3e Items/3933
78872f77 Items/4001
7a87329d Items/4003
73872798 Items/4004
fd8a3f6d Items/4010
e58c583c Items/4026
551f299c Items/4101
581f2e55 Items/4102
571f2cc2 Items/4103
521f24e3 Items/4104
511f2350 Items/4105
d6f3c76d Items/4201
d3f3c2b4 Items/4202
d4f3c447 Items/4203
d1f3bf8e Items/4204
338af812 Items/4301
328af67f Items/4302
3d3baf6b Items/4401
3e3bb0fe Items/4402
3f3bb291 Items/4403
3fa31db8 Items/Spells/3907Buff
421757fa Items/Spells/3907Cast
ee747637 Items/Spells/3907Counter
65a49d10 Items/Spells/ARAMRecall
a2724e5c Items/Spells/ArchAngelsDummySpell
255e45f7 Items/Spells/AscWarp
92da1742 Items/Spells/AtmasImpalerDummySpell
0882d183 Items/Spells/BilgewaterCutlass
9584b941 Items/Spells/BloodthirsterDummySpell
a1c8ed89 Items/Spells/DeathfireGrasp
1fba1a1e Items/Spells/Devourer_Sated
bf4bf0b6 Items/Spells/EdgeOfNightVeil
636e9a4d Items/Spells/ElixirOfIllumination
3b960904 Items/Spells/ElixirOfIron
23ceb958 Items/Spells/ElixirOfIronTrail
99fabdeb Items/Spells/ElixirOfRage
78120784 Items/Spells/ElixirOfRuin
7f8ca62b Items/Spells/ElixirOfSorcery
5761870e Items/Spells/ElixirOfWrath
4862395f Items/Spells/FlaskOfCrystalWater
b0428ed0 Items/Spells/ForgeAegisSpell
fd92cc2f Items/Spells/ForgeItemSpell3
0bf70fca Items/Spells/ForgeMalletSpell
857a6446 Items/Spells/ForgeThirsterSpell
510e6d82 Items/Spells/ForgesBlade
a2d3ba86 Items/Spells/GangplankRUpgrade1
a1d3b8f3 Items/Spells/GangplankRUpgrade2
a0d3b760 Items/Spells/GangplankRUpgrade3
b55b9bd0 Items/Spells/GhostwalkersActive
0f6017c0 Items/Spells/GuardianAngel
953d2196 Items/Spells/HauntingGuiseBuff
8679446e Items/Spells/HealthBomb
a31f04b1 Items/Spells/HextechGunblade
8c251000 Items/Spells/HextechSweeper
c9f37f38 Items/Spells/HextechSweeperTT
714af5ec Items/Spells/IronStylus
1a367678 Items/Spells/Item2010
5cc1730d Items/Spells/Item2400
